,lat,lon
73,37.7604929244,-122.3885594113
74,37.7764631429,-122.4262653345
75,37.7619674218,-122.4171804486
76,37.7619674218,-122.4171804486
77,37.7802655777,-122.4033903648
78,37.7756938837,-122.4210543117
79,37.8066567824,-122.4205641223
80,37.8066567824,-122.4205641223
81,37.7102439891,-122.4532570104
82,37.7745145381,-122.4528397724
83,37.7883401187,-122.4075910911
84,37.7697881953,-122.4227717737
85,37.7697881953,-122.4227717737
86,37.7640149793,-122.4043641679
87,37.7640149793,-122.4043641679
88,37.7582733676,-122.4114316359
89,37.7802790506,-122.4804520501
90,37.7853730435,-122.4313697724
91,37.765900721,-122.427798606
92,37.7774696662,-122.3977132264
93,37.7864562588,-122.407222441
94,37.7938511492,-122.4095436266
95,37.7215739965,-122.4371505484
96,37.7697840925,-122.4491229607
97,37.7838710811,-122.4413713521
98,37.7838710811,-122.4413713521
99,37.7316822482,-122.3793501514
100,37.7934656512,-122.4195825515
101,37.7795140301,-122.4135640917
102,37.7650501215,-122.4196717803
103,37.7154432787,-122.4045866299
104,37.7154432787,-122.4045866299
105,37.7613161837,-122.4640447778
106,37.7462754983,-122.3924474414
107,37.7462754983,-122.3924474414
108,37.7828890051,-122.4654936083
109,37.7692470632,-122.4269556317
110,37.7643725577,-122.4308825819
111,37.7107332124,-122.4187704799
112,37.7371699446,-122.3898656103
113,37.7828011738,-122.4676302304
114,37.806221427,-122.4238488137
115,37.7356587886,-122.3827453955
116,37.7356587886,-122.3827453955
117,37.7356587886,-122.3827453955
118,37.7356587886,-122.3827453955
119,37.7356587886,-122.3827453955
120,37.7356587886,-122.3827453955
121,37.8042718879,-122.4482784053
122,37.7228216788,-122.4287323931
123,37.8022023204,-122.4179701411
124,37.7943448494,-122.4052191306
125,37.7833862379,-122.4098537299
126,37.8047896507,-122.4201800013
127,37.7632427146,-122.4227011311
128,37.7632427146,-122.4227011311
129,37.7716875239,-122.4337373536
130,37.7526100553,-122.4132619701
131,37.7754207067,-122.4034047915
132,37.7379500847,-122.4218987719
133,37.7379500847,-122.4218987719
134,37.7196137191,-122.4676104445
135,37.787359495,-122.4082310263
136,37.784865694,-122.4127840965
137,37.784865694,-122.4127840965
138,37.7754207067,-122.4034047915
139,37.7880260065,-122.397662189
140,37.775691245,-122.4252255381
141,37.7650501215,-122.4196717803
142,37.7650501215,-122.4196717803
143,37.7693505382,-122.4518645526
144,37.7586324052,-122.4190526943
145,37.7174894355,-122.4412303933
146,37.7757824491,-122.4320408056
147,37.7795180588,-122.4252114291
148,37.7992230454,-122.3999032692
149,37.7536816295,-122.4202535645
150,37.8050520229,-122.4329515899
151,37.8050520229,-122.4329515899
152,37.7131083433,-122.4443140252
153,37.7131083433,-122.4443140252
154,37.7765047003,-122.4448066836
155,37.7792607331,-122.4098909665
156,37.7142089386,-122.4361771377
157,37.766008643,-122.4263574502
158,37.7799354796,-122.3960069423
159,37.7641819464,-122.4205757209
160,37.7608010629,-122.4355630163
161,37.7500304534,-122.4283891654
162,37.7783268979,-122.3965332485
163,37.7822588572,-122.4795149823
164,37.7754207067,-122.4034047915
165,37.7719324282,-122.4981138272
166,37.7347481434,-122.4455501465
167,37.740115521,-122.4343305018
168,37.7331123416,-122.4397513795
169,37.740871791000004,-122.4024225897
170,37.7787257066,-122.4721736951
171,37.7822588572,-122.4795149823
172,37.7828890051,-122.4654936083
173,37.7754207067,-122.4034047915
174,37.804689042,-122.4472623739
175,37.780373303,-122.4405912158
176,37.7789574682,-122.421713232
177,37.8064351104,-122.4221994448
178,37.7861900596,-122.3974204303
179,37.7697695519,-122.4072575593
180,37.7789337877,-122.4049744486
181,37.7925182655,-122.3910042733
182,37.7782118612,-122.4350527645
183,37.7821172596,-122.4198424565
184,37.788440504,-122.4018172401
185,37.7875024832,-122.4141794372
186,37.7865194112,-122.4148099664
187,37.7489063052,-122.4203547809
188,37.7754165688,-122.4344850557
189,37.7466535925,-122.4775655852
190,37.789789422,-122.4112592285
191,37.7999724858,-122.4200664544
192,37.7609983572,-122.4119182795
193,37.761700718,-122.4215816814
194,37.7754207067,-122.4034047915
195,37.7870232709,-122.4030305433
196,37.7754207067,-122.4034047915
197,37.788597384,-122.4135447894
198,37.7866144613,-122.4064016683
199,37.7981187905,-122.4046823126
200,37.7882933915,-122.4084038599
201,37.730635562,-122.4740816445
202,37.8049688864,-122.4035320801
203,37.7958763223,-122.4004881308
204,37.8041461526,-122.4251106132
205,37.786502808,-122.4299800535
206,37.7868009028,-122.4028355281
207,37.7821689138,-122.418996372
208,37.7756249673,-122.4328327992
209,37.7884461157,-122.4336768922
210,37.7726629316,-122.4374467734
211,37.7848966682,-122.4296292589
212,37.7715982799,-122.414224027
213,37.7781634279,-122.4110869237
214,37.7486871196,-122.4158388615
215,37.8013099023,-122.4003221306
216,37.8013099023,-122.4003221306
217,37.8013099023,-122.4003221306
218,37.7865647608,-122.407244087
219,37.7282490186,-122.4318012862
220,37.7488499002,-122.4212873778
221,37.7979732475,-122.4323686312
222,37.7979732475,-122.4323686312
223,37.7999766237,-122.4428483621
224,37.7999766237,-122.4428483621
225,37.7231288307,-122.435977217
226,37.7231288307,-122.435977217
227,37.771895742,-122.4320955552
228,37.7554333205,-122.4311619417
229,37.7554333205,-122.4311619417
230,37.7734764292,-122.4169703752
231,37.7734764292,-122.4169703752
232,37.7734764292,-122.4169703752
233,37.7285280627,-122.4756474608
234,37.7867342185,-122.4058953699
235,37.7867342185,-122.4058953699
236,37.7867342185,-122.4058953699
237,37.7688615275,-122.4983903551
238,37.7562662318,-122.4937438085
239,37.7790963604,-122.3908586091
240,37.7790963604,-122.3908586091
241,37.7774566612,-122.413160851
242,37.7161793461,-122.4524809351
243,37.7915687103,-122.431073169
244,37.7245891609,-122.4348705436
245,37.7835634796,-122.4150668765
246,37.7835634796,-122.4150668765
247,37.7896188193,-122.4204972888
248,37.7529342791,-122.4077453213
249,37.7211793229,-122.4341477159
250,37.7830295716,-122.4310463661
251,37.7719152162,-122.4997345761
252,37.7536322499,-122.4063243139
253,37.7850226623,-122.4119876436
254,37.7121195039,-122.4029613242
255,37.779659321,-122.4092860209
256,37.7855429503,-122.3967071505
257,37.7855429503,-122.3967071505
258,37.7855429503,-122.3967071505
259,37.7855429503,-122.3967071505
260,37.7634954373,-122.4184862966
261,37.7815256321,-122.4488484591
262,37.7877468464,-122.3969347406
263,37.7791933366,-122.4021427253
264,37.7791933366,-122.4021427253
265,37.7642205604,-122.4196583437
266,37.7786591542,-122.4165834561
267,37.7825543452,-122.3973887848
268,37.7480778893,-122.4170593851
269,37.7480778893,-122.4170593851
270,37.7480778893,-122.4170593851
271,37.7349497745,-122.4242628341
272,37.7932572003,-122.3963053562
273,37.787359495,-122.4082310263
274,37.7677704792,-122.4066676374
275,37.7677704792,-122.4066676374
276,37.7833862379,-122.4098537299
277,37.774182253,-122.4291788762
278,37.774182253,-122.4291788762
279,37.8072756033,-122.4156188237
280,37.7323303808,-122.3951140086
281,37.7323303808,-122.3951140086
282,37.7323303808,-122.3951140086
283,37.7833104067,-122.3883798739
284,37.7833104067,-122.3883798739
285,37.7832755203,-122.4098494417
286,37.7850629422,-122.4065209871
287,37.7135932325,-122.4437060992
288,37.7666737552,-122.41982793
289,37.7666737552,-122.41982793
290,37.729453106,-122.4042804021
291,37.7484992386,-122.3951122465
292,37.7580021665,-122.3873162794
293,37.7831347283,-122.4601388812
294,37.7734546808,-122.4135320991
295,37.7816031439,-122.4163519874
296,37.7546172382,-122.4187382658
297,37.7515574999,-122.4307942111
298,37.764507703,-122.4286681077
299,37.7625475079,-122.4129403124
300,37.7499501399,-122.442718332
301,37.7766144466,-122.3922108756
302,37.7580021665,-122.3873162794
303,37.7429830267,-122.3884568341
304,37.7272929954,-122.4242764754
305,37.7828890051,-122.4654936083
306,37.7828011738,-122.4676302304
307,37.767244221,-122.5102257491
308,37.7899181017,-122.4069775637
309,37.7441934224,-122.4935171826
310,37.760121165,-122.4703338322
311,37.8054440414,-122.4228577196
312,37.7954664098,-122.3967737088
313,37.7824519441,-122.4016985886
314,37.7774566612,-122.413160851
315,37.7749906793,-122.4100657816
316,37.785126794600004,-122.3973280667
317,37.7822783093,-122.4007399434
318,37.7777588129,-122.4081123975
319,37.7809525743,-122.3901893296
320,37.7744747549,-122.4342944136
321,37.7794031267,-122.4327786692
322,37.7893227716,-122.4305517798
323,37.7851499162,-122.4330841668
324,37.793378939,-122.4061322639
325,37.7754207067,-122.4034047915
326,37.7869408999,-122.4115188204
327,37.8067579023,-122.4121433106
328,37.7494625904,-122.410204654
329,37.7543133191,-122.4115889854
330,37.7773502637,-122.4230767273
331,37.7849531242,-122.4279911519
332,37.7849531242,-122.4279911519
333,37.7759512443,-122.422791331
334,37.7958010457,-122.4310320767
335,37.7867109732,-122.4283379171
336,37.7770902744,-122.4213326846
337,37.7723509714,-122.3913970336
338,37.7874078465,-122.3927612007
339,37.7861517237,-122.4105309084
340,37.7283811944,-122.3722028315
341,37.7261581097,-122.3955650772
342,37.7777427514,-122.4392229006
343,37.7904991941,-122.4324064553
344,37.7285280627,-122.4756474608
345,37.7444591632,-122.4388400585
346,37.7712969876,-122.4054271628
347,37.7691750639,-122.4040262932
348,37.8031114742,-122.4215486098
349,37.7564864109,-122.4065391151
350,37.78156683,-122.4080525385
351,37.78156683,-122.4080525385
352,37.7964290085,-122.4260980216
353,37.7877867423,-122.4030708868
354,37.7852842684,-122.4094998611
355,37.7876890705,-122.4361409837
356,37.7138267353,-122.470388666
357,37.7923158748,-122.4108456242
358,37.7909286116,-122.4098044744
359,37.7898859909,-122.4481980386
360,37.7398531385,-122.391269033
361,37.7738617772,-122.413045972
362,37.7738617772,-122.413045972
363,37.7575388498,-122.4863816092
364,37.7740948567,-122.420001437
365,37.7568729986,-122.4302338429
366,37.7422279842,-122.4221418624
367,37.7600451698,-122.4232655987
368,37.7799338672,-122.4007999479
369,37.7799338672,-122.4007999479
370,37.7799338672,-122.4007999479
371,37.7822458224,-122.4466129788
372,37.750346936,-122.437335865
373,37.7542302703,-122.4120507046
374,37.7803964225,-122.5029602689
375,37.7951450868,-122.4064787624
376,37.7859507768,-122.4080144929
377,37.7789337877,-122.4049744486
378,37.7789337877,-122.4049744486
379,37.7788487867,-122.4300476394
380,37.7786311131,-122.4317654894
381,37.7453901681,-122.4200217552
382,37.7493688285,-122.4126901423
383,37.7249120786,-122.4750030092
384,37.7854477948,-122.4156753153
385,37.7764944809,-122.4113591384
386,37.7764944809,-122.4113591384
387,37.7867623931,-122.4275062787
388,37.7594144253,-122.4191968386
389,37.7594144253,-122.4191968386
390,37.7826529761,-122.4190209643
391,37.7826529761,-122.4190209643
392,37.7797870676,-122.4151278376
393,37.7687048635,-122.4019660423
394,37.7252605985,-122.3870845726
395,37.7500922132,-122.4137777409
396,37.7824533533,-122.4205764284
397,37.7657184395,-122.4095299133
398,37.7229161885,-122.4114872148
399,37.7229161885,-122.4114872148
400,37.7745145381,-122.4528397724
401,37.7745145381,-122.4528397724
402,37.7812114079,-122.4600015931
403,37.7812114079,-122.4600015931
404,37.7812114079,-122.4600015931
405,37.7901369333,-122.4533273067
406,37.7901369333,-122.4533273067
407,37.7865647608,-122.407244087
408,37.7850629422,-122.4065209871
409,37.7542423608,-122.4764227755
410,37.7542423608,-122.4764227755
411,37.7899181017,-122.4069775637
412,37.7308540218,-122.3987447554
413,37.786502808,-122.4299800535
414,37.7722642986,-122.4296446146
415,37.7181090045,-122.4398921685
416,37.7814946497,-122.4163302785
417,37.7830998245,-122.4191830964
418,37.7841893501,-122.4076335207
419,37.7482453836,-122.4186949051
420,37.7482453836,-122.4186949051
421,37.7605499565,-122.3875713063
422,37.7605499565,-122.3875713063
423,37.7551569778,-122.3919042609
424,37.7532862334,-122.4764898776
425,37.7390953737,-122.4174399962
426,37.7836719564,-122.415088721
427,37.7633123961,-122.4582208117
428,37.7746534767,-122.4051181972
429,37.7737679567,-122.411612378
430,37.7795140301,-122.4135640917
431,37.7345993533,-122.3903467247
432,37.7345993533,-122.3903467247
433,37.7121502933,-122.4171448024
434,37.7121502933,-122.4171448024
435,37.7121502933,-122.4171448024
436,37.7712736914,-122.41318943
437,37.7820204256,-122.4130699264
438,37.7809799644,-122.4321681656
439,37.7777952145,-122.3915230768
440,37.7842362878,-122.4177103447
441,37.7754207067,-122.4034047915
442,37.7877397171,-122.4352941177
443,37.7748666349,-122.4233710678
444,37.7612120995,-122.4893303704
445,37.7612120995,-122.4893303704
446,37.8053665541,-122.4456517772
447,37.7827212643,-122.4681729494
448,37.7983917139,-122.4290782624
449,37.8005583559,-122.438723255
450,37.767244221,-122.5102257491
451,37.724427754,-122.4132796828
452,37.763908323,-122.3956841708
453,37.7576451939,-122.4009827782
454,37.7774566612,-122.413160851
455,37.7813210474,-122.3958482992
456,37.7649968623,-122.4205804401
457,37.7649968623,-122.4205804401
458,37.7851513852,-122.4264491615
459,37.7267452055,-122.4044083107
460,37.7267452055,-122.4044083107
461,37.7267452055,-122.4044083107
462,37.7819608222,-122.4206418937
463,37.7830295716,-122.4310463661
464,37.7984492073,-122.4016402624
465,37.7984492073,-122.4016402624
466,37.7537483769,-122.4191444706
467,37.7762310405,-122.4147142956
468,37.7805345385,-122.4081629539
469,37.7863587808,-122.4156326543
470,37.7620293003,-122.4295678922
471,37.780047853,-122.4319795764
472,37.7867342185,-122.4058953699
473,37.7830998245,-122.4191830964
474,37.7830998245,-122.4191830964
475,37.7204658651,-122.3877750025
476,37.7204658651,-122.3877750025
477,37.7204658651,-122.3877750025
478,37.7204658651,-122.3877750025
479,37.7424581904,-122.450768419
480,37.7424581904,-122.450768419
481,37.7646310221,-122.4059607994
482,37.7841893501,-122.4076335207
483,37.7857828234,-122.4281511402
484,37.7762310405,-122.4147142956
485,37.7268308383,-122.4754918227
486,37.7799444052,-122.4143178579
487,37.7317523387,-122.3830851446
488,37.7317523387,-122.3830851446
489,37.7621975005,-122.4478057993
490,37.7838710811,-122.4413713521
491,37.7849920191,-122.464573216
492,37.7300379995,-122.4045941406
493,37.7760382838,-122.4025275947
494,37.76326443,-122.3955516626
495,37.7902088256,-122.4231568068
496,37.7245317849,-122.4596100612
497,37.7936363546,-122.4077485705
498,37.7936363546,-122.4077485705
499,37.7300677159,-122.39235156
500,37.7806522895,-122.4016994112
501,37.7806522895,-122.4016994112
502,37.7748564562,-122.4594672423
503,37.7675027327,-122.4289500327
504,37.784416982,-122.4126221437
505,37.7481664084,-122.4182219462
506,37.7481664084,-122.4182219462
507,37.758581854,-122.4536129841
508,37.7376487649,-122.4709624531
509,37.7376487649,-122.4709624531
510,37.7619448798,-122.423956468
511,37.7865194112,-122.4148099664
512,37.777799229,-122.4003024215
513,37.777799229,-122.4003024215
514,37.777799229,-122.4003024215
515,37.777861776,-122.4223481439
516,37.7897518225,-122.4040139435
517,37.7486451166,-122.4760317186
518,37.7806461544,-122.4560823526
519,37.7706464591,-122.4344058083
520,37.7487672273,-122.4067589958
521,37.7393505145,-122.4256164512
522,37.7617597244,-122.4351500998
523,37.7961730447,-122.4018348101
524,37.7486735996,-122.407362502
525,37.7709905425,-122.4104430673
526,37.729719442,-122.3806998307
527,37.7654693887,-122.4017275906
528,37.7654693887,-122.4017275906
529,37.7232222391,-122.3952654886
530,37.7864094034,-122.4080404749
531,37.7782400111,-122.4141466002
532,37.787965257,-122.4184677479
533,37.787965257,-122.4184677479
534,37.767327345300004,-122.4356273782
535,37.7754207067,-122.4034047915
536,37.7762310405,-122.4147142956
537,37.7754207067,-122.4034047915
538,37.7428142354,-122.4810481966
539,37.7805345385,-122.4081629539
540,37.7555687969,-122.416569016
541,37.7911776792,-122.4007486319
542,37.7543647595,-122.422279582
543,37.7176958603,-122.4466143858
544,37.7777952145,-122.3915230768
545,37.7236825334,-122.4189153779
546,37.7580021665,-122.3873162794
547,37.7551569778,-122.3919042609
548,37.7551569778,-122.3919042609
549,37.7870801005,-122.4131628021
550,37.7856805681,-122.4591815614
551,37.7856805681,-122.4591815614
552,37.7828890051,-122.4654936083
553,37.7828491552,-122.4665654886
554,37.7774892653,-122.4332204753
555,37.7818621883,-122.4138696326
556,37.782230587,-122.4102935197
557,37.7850736197,-122.4111419481
558,37.7808215195,-122.4685641625
559,37.7808215195,-122.4685641625
560,37.7808215195,-122.4685641625
561,37.7829878957,-122.4633503524
562,37.7882191815,-122.446283674
563,37.7564220902,-122.415479287
564,37.7664151429,-122.4076770839
565,37.7602340754,-122.4192082495
566,37.7624591846,-122.4357738464
567,37.7694113849,-122.4109327508
568,37.7612577113,-122.4283553667
569,37.7924319219,-122.4202322234
570,37.7853730435,-122.4313697724
571,37.778222823,-122.4552489062
572,37.7799338672,-122.4007999479
573,37.780520371,-122.4036045153
574,37.7432215533,-122.4730303917
575,37.7874074125,-122.407413026
576,37.7675325594,-122.4106001035
577,37.7876430502,-122.4034340867
578,37.7249307268,-122.4447070635
579,37.7459280347,-122.4736799032
580,37.7864562588,-122.407222441
581,37.7600697107,-122.4349947831
582,37.7577699479,-122.3911784966
583,37.7577699479,-122.3911784966
584,37.7860330497,-122.434121356
585,37.7610854762,-122.490922653
586,37.7841893501,-122.4076335207
587,37.7602221178,-122.4327157637
588,37.7852686309,-122.4030700008
589,37.7867889414,-122.3904424174
590,37.7891636246,-122.4313786766
591,37.7558994722,-122.3978324577
592,37.7321151302,-122.3977827408
593,37.7332976583,-122.4298500676
594,37.761123572,-122.3884863203
595,37.7889047679,-122.4040133925
596,37.7566116116,-122.4123405159
597,37.7774696662,-122.3977132264
598,37.7819406662,-122.4358144364
599,37.7632258999,-122.4631048316
600,37.788566772,-122.4100830962
601,37.7754207067,-122.4034047915
602,37.7533494192,-122.413135631
603,37.789789422,-122.4112592285
604,37.7990000354,-122.4350501481
605,37.7552726735,-122.4223330379
606,37.7886558888,-122.4005143562
607,37.7886558888,-122.4005143562
608,37.7886558888,-122.4005143562
609,37.735095046,-122.4240955454
610,37.7543244919,-122.4047529316
611,37.799719446,-122.4410110544
612,37.715139033,-122.3890392231
613,37.7538382049,-122.4185967275
614,37.7543244919,-122.4047529316
615,37.7694556179,-122.4291287835
616,37.7430373055,-122.3968778345
617,37.7430373055,-122.3968778345
618,37.7564864109,-122.4065391151
619,37.8025735992,-122.4003874648
620,37.8025735992,-122.4003874648
621,37.7968989667,-122.4219629579
622,37.7380842207,-122.3999333186
623,37.7721679782,-122.4095308961
624,37.8023845021,-122.4007118049
625,37.7915687103,-122.431073169
626,37.7915687103,-122.431073169
627,37.7306219688,-122.3822735112
628,37.8062728721,-122.423025056
629,37.8057739876,-122.412803753
630,37.8082613305,-122.4149882526
631,37.7885406193,-122.4060002185
632,37.7870372044,-122.4182741717
633,37.7672239448,-122.5104973613
634,37.7999319386,-122.4393684782
635,37.7653775172,-122.3867750259
636,37.7203608847,-122.3986740695
637,37.8074451162,-122.4105247422
638,37.7835699387,-122.4084211169
639,37.7597066722,-122.5005694925
640,37.7979142832,-122.4102933434
641,37.7905117049,-122.4130959137
642,37.7905117049,-122.4130959137
643,37.8066171531,-122.4055650728
644,37.7822458224,-122.4466129788
645,37.7862424373,-122.4433985196
646,37.7822458224,-122.4466129788
647,37.7114523851,-122.4575506044
648,37.7613161837,-122.4640447778
649,37.7878271137,-122.4083842755
650,37.7333167267,-122.4086152846
651,37.7333167267,-122.4086152846
652,37.731460302,-122.4454660739
653,37.7833420917,-122.398472416
654,37.7841893501,-122.4076335207
655,37.7782400111,-122.4141466002
656,37.7782400111,-122.4141466002
657,37.7782400111,-122.4141466002
658,37.8065128769,-122.4103376136
659,37.7863587808,-122.4156326543
660,37.769720863,-122.4179492178
661,37.7755687326,-122.413980521
662,37.7755687326,-122.413980521
663,37.7843096999,-122.3951631545
664,37.7382838347,-122.4851006215
665,37.8022479533,-122.4212883647
666,37.7712969876,-122.4054271628
667,37.7772265479,-122.4357123978
668,37.7784692199,-122.5136420643
669,37.7784692199,-122.5136420643
670,37.7807642254,-122.4123209074
671,37.7835680535,-122.4192748014
672,37.7660160114,-122.4036446204
673,37.7650501215,-122.4196717803
674,37.7876447132,-122.4327426959
675,37.7846551607,-122.4045804979
676,37.8057739876,-122.412803753
677,37.7856843389,-122.4213958191
678,37.7268308383,-122.4754918227
679,37.7761363428,-122.4363206937
680,37.7988591984,-122.3992956908
681,37.7841893501,-122.4076335207
682,37.7668770284,-122.4241853024
683,37.7795845777,-122.4167699997
684,37.728734051800004,-122.4329487381
685,37.728734051800004,-122.4329487381
686,37.728734051800004,-122.4329487381
687,37.728734051800004,-122.4329487381
688,37.728734051800004,-122.4329487381
689,37.7725405392,-122.4662046679
690,37.7799338672,-122.4007999479
691,37.7799338672,-122.4007999479
692,37.7942828158,-122.3989727199
693,37.7942828158,-122.3989727199
694,37.7754207067,-122.4034047915
695,37.8032828091,-122.446912737
696,37.7799338672,-122.4007999479
697,37.7799338672,-122.4007999479
698,37.7799338672,-122.4007999479
699,37.7619817954,-122.3955674574
700,37.7795140301,-122.4135640917
701,37.7795140301,-122.4135640917
702,37.7795140301,-122.4135640917
703,37.7500208205,-122.3923823469
704,37.7446467712,-122.5027429709
705,37.7446467712,-122.5027429709
706,37.777699523,-122.4046085564
707,37.7115050571,-122.4424652334
708,37.7994352963,-122.4058098127
709,37.7778540141,-122.4417053865
710,37.7751628472,-122.4097481527
711,37.7751628472,-122.4097481527
712,37.7616178612,-122.4229566411
713,37.7852582858,-122.396251396
714,37.7852582858,-122.396251396
715,37.7835100715,-122.4053954939
716,37.7835100715,-122.4053954939
717,37.7767462195,-122.4078441368
718,37.7754207067,-122.4034047915
719,37.777310322,-122.3931106407
720,37.7707478793,-122.4248540403
721,37.8079624466,-122.418277045
722,37.768060346,-122.4018322767
723,37.7653775172,-122.3867750259
724,37.7844788539,-122.4042701795
725,37.7837848212,-122.3989327111
726,37.7759414271,-122.3979708213
727,37.7863399428,-122.3977070234
728,37.7674322754,-122.4018434894
729,37.7674322754,-122.4018434894
730,37.8023239713,-122.4432519803
731,37.784568117,-122.4312069321
732,37.7836201224,-122.422654163
733,37.7935304716,-122.3970000843
734,37.7754207067,-122.4034047915
735,37.8059786529,-122.4111568544
736,37.8065990729,-122.4214054195
737,37.7895283021,-122.4137314616
738,37.8067579023,-122.4121433106
739,37.806490783,-122.4213821462
740,37.7952390728,-122.4003025772
741,37.7754207067,-122.4034047915
742,37.7939550922,-122.4087224496
743,37.8066567824,-122.4205641223
744,37.7929509214,-122.401548065
745,37.789434763,-122.4069586606
746,37.7849531242,-122.4279911519
747,37.786502808,-122.4299800535
748,37.8008851556,-122.4278267296
749,37.7754165688,-122.4344850557
750,37.7750203946,-122.4226011202
751,37.7896188193,-122.4204972888
752,37.7894107633,-122.4221395115
753,37.7843401361,-122.4244864294
754,37.7863039907,-122.4315532002
755,37.7843533427,-122.4329146035
756,37.7803089893,-122.4177779326
757,37.8006947037,-122.4367758383
758,37.7849531242,-122.4279911519
759,37.7975014781,-122.4318099473
760,37.7754207067,-122.4034047915
761,37.7663741222,-122.4529490038
762,37.7703704336,-122.4445242773
763,37.7754207067,-122.4034047915
764,37.777067227,-122.43650762
765,37.7754207067,-122.4034047915
766,37.7756249673,-122.4328327992
767,37.8052850927,-122.4236583698
768,37.8062216125,-122.4083373885
769,37.7785116051,-122.4402137895
770,37.7774566612,-122.413160851
771,37.7863723277,-122.489852368
772,37.8061515936,-122.4185370747
773,37.8061515936,-122.4185370747
774,37.8061515936,-122.4185370747
775,37.8061515936,-122.4185370747
776,37.8061515936,-122.4185370747
777,37.7849124714,-122.408648589
778,37.7851670876,-122.4179039776
779,37.7851670876,-122.4179039776
780,37.7851670876,-122.4179039776
781,37.7804777481,-122.4125153414
782,37.7976687726,-122.4078224011
783,37.7825851968,-122.4156949221
784,37.7825851968,-122.4156949221
785,37.7740299859,-122.4605526645
786,37.7122561828,-122.417107987
787,37.7541932457,-122.4775493488
788,37.7541932457,-122.4775493488
789,37.7809770124,-122.4169801816
790,37.7809770124,-122.4169801816
791,37.7809770124,-122.4169801816
792,37.7809770124,-122.4169801816
793,37.7786438097,-122.4174485827
794,37.7627513875,-122.4240368875
795,37.7435550542,-122.4211280295
796,37.7205574376,-122.4432854735
797,37.788448602,-122.4076128854
798,37.7822500873,-122.4112686134
799,37.7328102523,-122.3903980903
800,37.7660754132,-122.4026876532
801,37.7926168964,-122.4050469906
802,37.7868262082,-122.4199301116
803,37.7815256321,-122.4488484591
804,37.7641819464,-122.4205757209
805,37.7546293212,-122.4006265988
806,37.7758527959,-122.4456306337
807,37.7758527959,-122.4456306337
808,37.7905716666,-122.4059632255
809,37.7767640298,-122.396829272
810,37.777310322,-122.3931106407
811,37.777310322,-122.3931106407
812,37.7710611356,-122.4530788557
813,37.745939029,-122.4218051893
814,37.8041461526,-122.4251106132
815,37.8072756033,-122.4156188237
816,37.7876637196,-122.4133580511
817,37.7751462917,-122.4192578948
818,37.7751462917,-122.4192578948
819,37.7751462917,-122.4192578948
820,37.7525500663,-122.4736832934
821,37.7943035453,-122.3983835453
822,37.7916972493,-122.3921340622
823,37.7614906872,-122.425025921
824,37.7377062939,-122.4645346595
825,37.7905117049,-122.4130959137
826,37.7823291238,-122.4140298217
827,37.787064786,-122.3915758701
828,37.7618210238,-122.4328715453
829,37.7726948237,-122.4221882614
830,37.7687574367,-122.4213473273
